instance,lb,ub
g4111.col,32,32
g4112.col,31,31
g4113.col,31,31
g4114.col,31,31
g4115.col,31,31
g4116.col,32,32
g4117.col,31,31
g4118.col,31,31
g4119.col,31,31
g4120.col,31,31
g4121.col,31,31
g4122.col,32,32
g4123.col,31,31
g4124.col,31,31
g4125.col,31,31
g4126.col,31,31
g4127.col,31,31
g4128.col,31,31
g4129.col,31,31
g4130.col,31,31
g4131.col,31,31
g4132.col,31,31
g4133.col,31,31
g4134.col,32,32
g4135.col,31,31
g4136.col,31,31
g4137.col,31,31
g4138.col,31,31
g4139.col,31,31
g4140.col,31,31
g4141.col,31,31
g4142.col,31,31
g4143.col,31,31
g4144.col,32,32
g4145.col,31,31
g4146.col,31,31
g4147.col,31,31
g4148.col,31,31
g4149.col,31,31
g4150.col,31,31
g4151.col,31,31
g4152.col,31,31
g4153.col,31,31
g4154.col,31,31
g4155.col,31,31
g4156.col,31,31
g4157.col,31,31
g4158.col,31,31
g4159.col,16,17
g4160.col,16,16
g4161.col,16,17
g4162.col,16,17
g4163.col,16,16
g4164.col,16,17
g4165.col,16,17
g4166.col,16,17
g4167.col,16,17
g4168.col,16,17
g4169.col,16,17
g4170.col,16,17
g4171.col,16,17
g4172.col,16,16
g4173.col,16,17
g4174.col,16,17
g4175.col,16,17
g4176.col,16,16
g4177.col,16,17
g4178.col,16,17
g4179.col,16,17
g4180.col,16,17
g4181.col,16,17
g4182.col,16,17
g4183.col,16,17
g4184.col,16,17
g4185.col,16,17
g4186.col,16,17
g4187.col,16,17
g4188.col,16,17
g4189.col,16,17
g4190.col,16,16
g4191.col,17,17
g4192.col,16,17
g4193.col,16,17
g4194.col,16,17
g4195.col,16,17
g4196.col,16,17
g4197.col,16,17
g4198.col,16,17
g4199.col,16,17
g4200.col,16,17
g4201.col,16,17
g4202.col,16,17
g4203.col,16,17
g4204.col,16,17
g4205.col,16,17
g4206.col,16,17
g4207.col,17,17
g4208.col,16,17
g4209.col,17,17
g4210.col,17,17
g4211.col,17,17
g4212.col,17,17
g4213.col,17,17
g4214.col,17,17
g4215.col,17,17
g4216.col,17,17
g4217.col,17,17
g4218.col,17,17
g4219.col,17,17
g4220.col,17,17
g4221.col,17,17
g4222.col,16,17
g4223.col,17,17
g4224.col,17,17
g4225.col,16,18
g4226.col,17,17
g4227.col,17,17
g4228.col,17,17
g4229.col,17,17
g4230.col,17,17
g4231.col,16,17
g4232.col,17,17
g4233.col,17,17
g4234.col,17,17
g4235.col,17,17
g4236.col,17,17
g4237.col,17,17
g4238.col,16,18
g4239.col,17,17
g4240.col,17,17
g4241.col,16,17
g4242.col,17,17
g4243.col,16,17
g4244.col,17,17
g4245.col,17,17
g4246.col,17,17
g4247.col,17,17
g4248.col,17,17
g4249.col,17,18
g4250.col,17,17
g4251.col,17,17
g4252.col,17,17
g4253.col,17,17
g4254.col,17,17
g4255.col,17,17
g4256.col,17,17
g4257.col,17,17
g4258.col,17,17
g4259.col,17,18
g4260.col,17,18
g4261.col,17,17
g4262.col,17,18
g4263.col,17,18
g4264.col,17,17
g4265.col,17,18
g4266.col,17,18
g4267.col,17,17
g4268.col,17,18
g4269.col,17,18
g4270.col,17,18
g4271.col,17,17
g4272.col,17,18
g4273.col,17,18
g4274.col,17,17
g4275.col,17,17
g4276.col,17,17
g4277.col,17,17
g4278.col,17,18
g4279.col,17,17
g4280.col,17,18
g4281.col,17,18
g4282.col,17,17
g4283.col,17,17
g4284.col,17,18
g4285.col,17,18
g4286.col,17,18
g4287.col,17,18
g4288.col,17,18
g4289.col,17,18
g4290.col,17,17
g4291.col,17,18
g4292.col,0,0
g4293.col,17,18
g4294.col,17,18
g4295.col,17,17
g4296.col,16,18
g4297.col,17,17
g4298.col,17,18
g4299.col,17,17
g4300.col,17,17
g4301.col,17,18
g4302.col,17,18
g4303.col,17,18
g4304.col,17,17
g4305.col,17,17
g4306.col,17,18
g4307.col,17,17
g4308.col,17,17
g4309.col,17,17
g4310.col,18,18
g4311.col,17,18
g4312.col,17,18
g4313.col,17,18
g4314.col,17,18
g4315.col,17,18
g4316.col,17,18
g4317.col,17,18
g4318.col,17,17
g4319.col,17,18
g4320.col,17,17
g4321.col,17,18
g4322.col,17,18
g4323.col,17,17
g4324.col,17,18
g4325.col,17,17
g4326.col,17,17
g4327.col,17,17
g4328.col,17,17
g4329.col,17,18
g4330.col,17,18
g4331.col,17,18
g4332.col,17,18
g4333.col,17,18
g4334.col,17,17
g4335.col,17,18
g4336.col,16,18
g4337.col,17,18
g4338.col,17,17
g4339.col,17,18
g4340.col,17,17
g4341.col,17,17
g4342.col,17,18
g4343.col,17,18
g4344.col,17,18
g4345.col,17,18
g4346.col,17,18
g4347.col,17,17
g4348.col,17,18
g4349.col,17,17
g4350.col,17,18
g4351.col,17,18
g4352.col,16,18
g4353.col,17,18
g4354.col,17,17
g4355.col,17,18
g4356.col,17,17
g4357.col,17,17
g4358.col,17,18
g4359.col,13,13
g4360.col,13,13
g4361.col,7,7
g4362.col,13,13
g4363.col,13,13
g4364.col,13,13
g4365.col,14,14
g4366.col,7,7
g4367.col,13,13
g4368.col,9,9
g4369.col,13,13
g4370.col,13,13
g4371.col,13,13
g4372.col,13,13
g4373.col,12,12
g4374.col,13,13
g4375.col,13,13
g4376.col,14,14
g4377.col,13,13
g4378.col,13,13
g4379.col,13,13
g4380.col,13,13
g4381.col,13,13
g4382.col,13,13
g4383.col,13,13
g4384.col,13,13
g4385.col,14,14
g4386.col,13,13
g4387.col,13,13
g4388.col,13,13
g4389.col,13,13
g4390.col,13,13
g4391.col,12,12
g4392.col,13,13
g4393.col,14,14
g4394.col,14,14
g4395.col,13,13
g4396.col,14,14
g4397.col,13,13
g4398.col,13,13
g4399.col,14,14
g4400.col,13,13
g4401.col,13,13
g4402.col,14,14
g4403.col,14,14
g4404.col,13,13
g4405.col,13,13
g4406.col,8,8
g4407.col,13,13
g4408.col,13,13
g4409.col,70,70
g4410.col,69,69
g4411.col,69,69
g4412.col,69,69
g4413.col,70,70
g4414.col,69,69
g4415.col,68,68
g4416.col,68,68
g4417.col,68,68
g4418.col,68,68
g4419.col,70,70
g4420.col,69,69
g4421.col,69,69
g4422.col,69,69
g4423.col,68,68
g4424.col,68,68
g4425.col,68,68
g4426.col,69,69
g4427.col,69,69
g4428.col,69,69
g4429.col,69,69
g4430.col,69,69
g4431.col,69,69
g4432.col,69,69
g4433.col,68,68
g4434.col,68,68
g4435.col,68,68
g4436.col,68,68
g4437.col,68,68
g4438.col,68,68
g4439.col,70,70
g4440.col,69,69
g4441.col,69,69
g4442.col,69,69
g4443.col,68,68
g4444.col,68,68
g4445.col,68,68
g4446.col,70,70
g4447.col,67,67
g4448.col,67,67
g4449.col,67,67
g4450.col,67,67
g4451.col,68,68
g4452.col,68,68
g4453.col,68,68
g4454.col,68,68
g4455.col,68,68
g4456.col,67,67
g4457.col,67,67
g4458.col,66,66
g4459.col,45,45
g4460.col,46,46
g4461.col,45,45
g4462.col,45,45
g4463.col,46,46
g4464.col,45,45
g4465.col,45,45
g4466.col,44,44
g4467.col,45,45
g4468.col,45,45
g4469.col,46,46
g4470.col,45,45
g4471.col,45,45
g4472.col,46,46
g4473.col,45,45
g4474.col,46,46
g4475.col,46,46
g4476.col,45,45
g4477.col,45,45
g4478.col,45,45
g4479.col,46,46
g4480.col,45,45
g4481.col,47,47
g4482.col,44,44
g4483.col,45,45
g4484.col,44,44
g4485.col,46,46
g4486.col,45,45
g4487.col,45,45
g4488.col,45,45
g4489.col,45,45
g4490.col,43,43
g4491.col,46,46
g4492.col,45,45
g4493.col,46,46
g4494.col,45,45
g4495.col,44,44
g4496.col,45,45
g4497.col,45,45
g4498.col,45,45
g4499.col,44,44
g4500.col,45,45
g4501.col,45,45
g4502.col,46,46
g4503.col,46,46
g4504.col,44,44
g4505.col,45,45
g4506.col,45,45
g4507.col,44,44
g4508.col,45,45
g4509.col,36,36
g4510.col,36,36
g4511.col,36,36
g4512.col,36,36
g4513.col,36,36
g4514.col,36,36
g4515.col,36,36
g4516.col,36,36
g4517.col,35,35
g4518.col,35,35
g4519.col,36,36
g4520.col,36,36
g4521.col,36,36
g4522.col,36,36
g4523.col,36,36
g4524.col,36,36
g4525.col,36,36
g4526.col,36,36
g4527.col,36,36
g4528.col,36,36
g4529.col,36,36
g4530.col,36,36
g4531.col,36,36
g4532.col,35,35
g4533.col,35,35
g4534.col,35,35
g4535.col,36,36
g4536.col,36,36
g4537.col,36,36
g4538.col,36,36
g4539.col,37,37
g4540.col,36,36
g4541.col,36,36
g4542.col,36,36
g4543.col,35,35
g4544.col,35,35
g4545.col,36,36
g4546.col,35,35
g4547.col,35,35
g4548.col,36,36
g4549.col,35,35
g4550.col,35,35
g4551.col,36,36
g4552.col,35,35
g4553.col,36,36
g4554.col,36,36
g4555.col,36,36
g4556.col,35,35
g4557.col,36,36
g4558.col,36,36
g4559.col,31,31
g4560.col,31,31
g4561.col,32,32
g4562.col,32,32
g4563.col,32,32
g4564.col,32,32
g4565.col,32,32
g4566.col,32,32
g4567.col,31,31
g4568.col,32,32
g4569.col,31,31
g4570.col,31,31
g4571.col,31,31
g4572.col,32,32
g4573.col,31,31
g4574.col,32,32
g4575.col,32,32
g4576.col,32,32
g4577.col,31,31
g4578.col,32,32
g4579.col,31,31
g4580.col,32,32
g4581.col,31,31
g4582.col,32,32
g4583.col,32,32
g4584.col,32,32
g4585.col,32,32
g4586.col,32,32
g4587.col,32,32
g4588.col,31,31
g4589.col,32,32
g4590.col,32,32
g4591.col,32,32
g4592.col,32,32
g4593.col,31,31
g4594.col,31,31
g4595.col,31,31
g4596.col,31,31
g4597.col,31,31
g4598.col,31,31
g4599.col,31,31
g4600.col,32,32
g4601.col,32,32
g4602.col,31,31
g4603.col,32,32
g4604.col,31,31
g4605.col,31,31
g4606.col,32,32
g4607.col,31,31
g4608.col,31,31
g4609.col,16,18
g4610.col,17,17
g4611.col,17,17
g4612.col,17,17
g4613.col,17,17
g4614.col,17,18
g4615.col,17,18
g4616.col,17,18
g4617.col,17,17
g4618.col,17,17
g4619.col,17,17
g4620.col,17,17
g4621.col,17,17
g4622.col,17,17
g4623.col,17,18
g4624.col,17,17
g4625.col,17,17
g4626.col,17,17
g4627.col,17,17
g4628.col,17,17
g4629.col,17,17
g4630.col,17,17
g4631.col,17,17
g4632.col,17,17
g4633.col,17,18
g4634.col,17,17
g4635.col,17,17
g4636.col,17,17
g4637.col,17,17
g4638.col,17,17
g4639.col,17,17
g4640.col,16,18
g4641.col,17,18
g4642.col,17,17
g4643.col,17,17
g4644.col,17,17
g4645.col,17,18
g4646.col,17,18
g4647.col,17,17
g4648.col,17,17
g4649.col,17,17
g4650.col,17,18
g4651.col,17,17
g4652.col,17,17
g4653.col,17,17
g4654.col,17,17
g4655.col,17,17
g4656.col,17,18
g4657.col,17,17
g4658.col,17,17
g4659.col,17,18
g4660.col,17,17
g4661.col,17,17
g4662.col,17,17
g4663.col,17,18
g4664.col,17,18
g4665.col,17,17
g4666.col,17,17
g4667.col,17,18
g4668.col,17,17
g4669.col,17,18
g4670.col,17,18
g4671.col,17,17
g4672.col,17,18
g4673.col,17,18
g4674.col,17,18
g4675.col,17,17
g4676.col,17,18
g4677.col,17,17
g4678.col,17,17
g4679.col,17,18
g4680.col,17,17
g4681.col,17,18
g4682.col,17,17
g4683.col,17,17
g4684.col,17,18
g4685.col,17,17
g4686.col,17,18
g4687.col,17,18
g4688.col,17,18
g4689.col,17,18
g4690.col,17,17
g4691.col,17,17
g4692.col,17,18
g4693.col,17,18
g4694.col,17,17
g4695.col,17,17
g4696.col,17,18
g4697.col,17,18
g4698.col,17,18
g4699.col,17,18
g4700.col,17,18
g4701.col,17,17
g4702.col,17,17
g4703.col,16,18
g4704.col,17,18
g4705.col,17,18
g4706.col,17,17
g4707.col,17,17
g4708.col,17,18
g4709.col,0,0
g4710.col,18,18
g4711.col,17,18
g4712.col,17,18
g4713.col,18,18
g4714.col,18,18
g4715.col,18,18
g4716.col,17,17
g4717.col,18,18
g4718.col,17,18
g4719.col,17,18
g4720.col,18,18
g4721.col,18,18
g4722.col,18,18
g4723.col,18,18
g4724.col,18,18
g4725.col,17,18
g4726.col,18,18
g4727.col,17,18
g4728.col,18,18
g4729.col,18,18
g4730.col,18,18
g4731.col,17,18
g4732.col,18,18
g4733.col,18,18
g4734.col,18,18
g4735.col,17,18
g4736.col,17,18
g4737.col,18,18
g4738.col,17,18
g4739.col,18,18
g4740.col,18,18
g4741.col,18,18
g4742.col,18,18
g4743.col,17,18
g4744.col,17,18
g4745.col,17,18
g4746.col,18,18
g4747.col,18,18
g4748.col,17,18
g4749.col,18,18
g4750.col,17,18
g4751.col,17,18
g4752.col,17,18
g4753.col,18,18
g4754.col,18,18
g4755.col,18,18
g4756.col,17,18
g4757.col,17,18
g4758.col,17,18
g4759.col,18,18
g4760.col,18,18
g4761.col,18,18
g4762.col,18,18
g4763.col,18,18
g4764.col,18,18
g4765.col,18,18
g4766.col,17,19
g4767.col,18,18
g4768.col,18,18
g4769.col,18,18
g4770.col,18,18
g4771.col,18,18
g4772.col,18,18
g4773.col,18,18
g4774.col,18,18
g4775.col,18,18
g4776.col,18,18
g4777.col,18,18
g4778.col,18,18
g4779.col,18,18
g4780.col,18,18
g4781.col,18,18
g4782.col,18,18
g4783.col,18,18
g4784.col,18,18
g4785.col,18,18
g4786.col,18,18
g4787.col,18,18
g4788.col,18,18
g4789.col,18,18
g4790.col,17,19
g4791.col,18,18
g4792.col,18,18
g4793.col,18,18
g4794.col,18,18
g4795.col,18,18
g4796.col,18,18
g4797.col,18,18
g4798.col,18,18
g4799.col,18,18
g4800.col,18,18
g4801.col,18,18
g4802.col,17,19
g4803.col,18,18
g4804.col,18,18
g4805.col,18,18
g4806.col,18,18
g4807.col,18,18
g4808.col,18,18
g4809.col,22,22
g4810.col,22,22
g4811.col,22,22
g4812.col,22,22
g4813.col,22,22
g4814.col,22,22
g4815.col,23,23
g4816.col,22,22
g4817.col,22,22
g4818.col,22,22
g4819.col,22,22
g4820.col,22,22
g4821.col,22,22
g4822.col,22,22
g4823.col,22,22
g4824.col,22,22
g4825.col,22,22
g4826.col,22,22
g4827.col,22,22
g4828.col,22,22
g4829.col,22,22
g4830.col,23,23
g4831.col,22,22
g4832.col,22,22
g4833.col,22,22
g4834.col,22,22
g4835.col,23,23
g4836.col,22,22
g4837.col,22,22
g4838.col,22,22
g4839.col,22,22
g4840.col,22,22
g4841.col,22,22
g4842.col,22,22
g4843.col,22,22
g4844.col,22,22
g4845.col,22,22
g4846.col,22,22
g4847.col,22,22
g4848.col,22,22
g4849.col,23,23
g4850.col,22,22
g4851.col,22,22
g4852.col,22,22
g4853.col,22,22
g4854.col,22,22
g4855.col,22,22
g4856.col,22,22
g4857.col,22,22
g4858.col,22,22
g4859.col,25,25
g4860.col,24,24
g4861.col,24,24
g4862.col,24,24
g4863.col,25,25
g4864.col,24,24
g4865.col,24,24
g4866.col,25,25
g4867.col,25,25
g4868.col,25,25
g4869.col,25,25
g4870.col,25,25
g4871.col,24,24
g4872.col,25,25
g4873.col,25,25
g4874.col,24,24
g4875.col,24,24
g4876.col,24,24
g4877.col,24,24
g4878.col,25,25
g4879.col,24,24
g4880.col,24,24
g4881.col,24,24
g4882.col,24,24
g4883.col,24,24
g4884.col,24,24
g4885.col,24,24
g4886.col,24,24
g4887.col,24,24
g4888.col,24,24
g4889.col,24,24
g4890.col,24,24
g4891.col,25,25
g4892.col,24,24
g4893.col,24,24
g4894.col,24,24
g4895.col,25,25
g4896.col,25,25
g4897.col,25,25
g4898.col,24,24
g4899.col,24,24
g4900.col,25,25
g4901.col,25,25
g4902.col,24,24
g4903.col,24,25
g4904.col,24,24
g4905.col,24,24
g4906.col,24,24
g4907.col,24,24
g4908.col,24,24
g4909.col,29,29
g4910.col,28,28
g4911.col,29,29
g4912.col,29,29
g4913.col,29,29
g4914.col,29,29
g4915.col,29,29
g4916.col,29,29
g4917.col,29,29
g4918.col,29,29
g4919.col,29,29
g4920.col,29,29
g4921.col,29,29
g4922.col,29,29
g4923.col,29,29
g4924.col,29,29
g4925.col,29,29
g4926.col,29,29
g4927.col,28,28
g4928.col,29,29
g4929.col,28,28
g4930.col,29,29
g4931.col,29,29
g4932.col,29,29
g4933.col,29,29
g4934.col,29,29
g4935.col,29,29
g4936.col,29,29
g4937.col,28,28
g4938.col,29,29
g4939.col,29,29
g4940.col,29,29
g4941.col,28,28
g4942.col,29,29
g4943.col,28,28
g4944.col,29,29
g4945.col,29,29
g4946.col,29,29
g4947.col,29,29
g4948.col,29,29
g4949.col,29,29
g4950.col,29,29
g4951.col,29,29
g4952.col,29,29
g4953.col,29,29
g4954.col,29,29
g4955.col,28,28
g4956.col,29,29
g4957.col,29,29
g4958.col,29,29
g4959.col,2,2
g4960.col,2,2
g4961.col,2,2
g4962.col,2,2
g4963.col,2,2
g4964.col,2,2
g4965.col,2,2
g4966.col,2,2
g4967.col,2,2
g4968.col,2,2
g4969.col,2,2
g4970.col,2,2
g4971.col,2,2
g4972.col,2,2
g4973.col,2,2
g4974.col,2,2
g4975.col,2,2
g4976.col,2,2
g4977.col,2,2
g4978.col,2,2
g4979.col,2,2
g4980.col,2,2
g4981.col,2,2
g4982.col,2,2
g4983.col,2,2
g4984.col,2,2
g4985.col,2,2
g4986.col,2,2
g4987.col,2,2
g4988.col,2,2
g4989.col,2,2
g4990.col,2,2
g4991.col,2,2
g4992.col,2,2
g4993.col,2,2
g4994.col,2,2
g4995.col,2,2
g4996.col,2,2
g4997.col,2,2
g4998.col,2,2
g4999.col,2,2
g5000.col,2,2
g5001.col,2,2
g5002.col,2,2
g5003.col,2,2
g5004.col,2,2
g5005.col,2,2
g5006.col,2,2
g5007.col,2,2
g5008.col,2,2
g5009.col,2,2
g5010.col,2,2
g5011.col,2,2
g5012.col,2,2
g5013.col,2,2
g5014.col,2,2
g5015.col,2,2
g5016.col,2,2
g5017.col,2,2
g5018.col,2,2
g5019.col,2,2
g5020.col,2,2
g5021.col,2,2
g5022.col,2,2
g5023.col,2,2
g5024.col,2,2
g5025.col,2,2
g5026.col,2,2
g5027.col,2,2
g5028.col,2,2
g5029.col,2,2
g5030.col,2,2
g5031.col,2,2
g5032.col,2,2
g5033.col,2,2
g5034.col,2,2
g5035.col,2,2
g5036.col,2,2
g5037.col,2,2
g5038.col,2,2
g5039.col,2,2
g5040.col,2,2
g5041.col,2,2
g5042.col,2,2
g5043.col,2,2
g5044.col,2,2
g5045.col,2,2
g5046.col,2,2
g5047.col,2,2
g5048.col,2,2
g5049.col,2,2
g5050.col,2,2
g5051.col,2,2
g5052.col,2,2
g5053.col,2,2
g5054.col,2,2
g5055.col,2,2
g5056.col,2,2
g5057.col,2,2
g5058.col,2,2
g5059.col,2,2
g5060.col,2,2
g5061.col,2,2
g5062.col,2,2
g5063.col,2,2
g5064.col,2,2
g5065.col,2,2
g5066.col,2,2
g5067.col,2,2
g5068.col,2,2
g5069.col,2,2
g5070.col,2,2
g5071.col,2,2
g5072.col,2,2
g5073.col,2,2
g5074.col,2,2
g5075.col,2,2
g5076.col,2,2
g5077.col,2,2
g5078.col,2,2
g5079.col,2,2
g5080.col,2,2
g5081.col,2,2
g5082.col,2,2
g5083.col,2,2
g5084.col,2,2
g5085.col,2,2
g5086.col,2,2
g5087.col,2,2
g5088.col,2,2
g5089.col,2,2
g5090.col,2,2
g5091.col,2,2
g5092.col,2,2
g5093.col,2,2
g5094.col,2,2
g5095.col,2,2
g5096.col,2,2
g5097.col,2,2
g5098.col,2,2
g5099.col,2,2
g5100.col,2,2
g5101.col,2,2
g5102.col,2,2
g5103.col,2,2
g5104.col,2,2
g5105.col,2,2
g5106.col,2,2
g5107.col,2,2
g5108.col,2,2
g5109.col,3,3
g5110.col,3,3
g5111.col,3,3
g5112.col,3,3
g5113.col,3,3
g5114.col,3,3
g5115.col,3,3
g5116.col,3,3
g5117.col,3,3
g5118.col,3,3
g5119.col,3,3
g5120.col,3,3
g5121.col,3,3
g5122.col,3,3
g5123.col,3,3
g5124.col,3,3
g5125.col,3,3
g5126.col,3,3
g5127.col,3,3
g5128.col,3,3
g5129.col,3,3
g5130.col,3,3
g5131.col,3,3
g5132.col,3,3
g5133.col,3,3
g5134.col,3,3
g5135.col,3,3
g5136.col,3,3
g5137.col,3,3
g5138.col,3,3
g5139.col,3,3
g5140.col,3,3
g5141.col,3,3
g5142.col,3,3
g5143.col,3,3
g5144.col,3,3
g5145.col,3,3
g5146.col,3,3
g5147.col,3,3
g5148.col,3,3
g5149.col,3,3
g5150.col,3,3
g5151.col,3,3
g5152.col,3,3
g5153.col,3,3
g5154.col,3,3
g5155.col,3,3
g5156.col,3,3
g5157.col,3,3
g5158.col,3,3
g5159.col,3,3
g5160.col,3,3
g5161.col,3,3
g5162.col,3,3
g5163.col,3,3
g5164.col,3,3
g5165.col,3,3
g5166.col,3,3
g5167.col,3,3
g5168.col,3,3
g5169.col,3,3
g5170.col,3,3
g5171.col,3,3
g5172.col,3,3
g5173.col,3,3
g5174.col,3,3
g5175.col,3,3
g5176.col,3,3
g5177.col,3,3
g5178.col,3,3
g5179.col,3,3
g5180.col,3,3
g5181.col,3,3
g5182.col,3,3
g5183.col,3,3
g5184.col,3,3
g5185.col,3,3
g5186.col,3,3
g5187.col,3,3
g5188.col,3,3
g5189.col,3,3
g5190.col,3,3
g5191.col,3,3
g5192.col,3,3
g5193.col,3,3
g5194.col,3,3
g5195.col,3,3
g5196.col,3,3
g5197.col,3,3
g5198.col,3,3
g5199.col,3,3
g5200.col,3,3
g5201.col,3,3
g5202.col,3,3
g5203.col,3,3
g5204.col,3,3
g5205.col,3,3
g5206.col,3,3
g5207.col,3,3
g5208.col,3,3
g5209.col,4,5
g5210.col,4,5
g5211.col,4,5
g5212.col,4,5
g5213.col,4,5
g5214.col,4,5
g5215.col,4,4
g5216.col,4,5
g5217.col,4,4
g5218.col,4,5
g5219.col,4,4
g5220.col,4,4
g5221.col,4,5
g5222.col,4,5
g5223.col,4,4
g5224.col,4,5
g5225.col,4,4
g5226.col,4,5
g5227.col,4,5
g5228.col,4,4
g5229.col,4,4
g5230.col,4,4
g5231.col,4,4
g5232.col,4,4
g5233.col,4,5
g5234.col,4,4
g5235.col,4,5
g5236.col,4,5
g5237.col,4,5
g5238.col,4,5
g5239.col,4,5
g5240.col,4,4
g5241.col,4,5
g5242.col,4,5
g5243.col,4,5
g5244.col,4,5
g5245.col,4,5
g5246.col,4,4
g5247.col,4,5
g5248.col,4,5
g5249.col,4,4
g5250.col,4,5
g5251.col,4,4
g5252.col,4,4
g5253.col,4,5
g5254.col,4,4
g5255.col,4,5
g5256.col,4,5
g5257.col,4,4
g5258.col,4,5
g5259.col,6,7
g5260.col,6,7
g5261.col,6,7
g5262.col,6,7
g5263.col,6,7
g5264.col,6,7
g5265.col,6,7
g5266.col,6,7
g5267.col,6,7
g5268.col,6,7
g5269.col,6,7
g5270.col,6,7
g5271.col,6,6
g5272.col,6,7
g5273.col,6,6
g5274.col,6,7
g5275.col,6,7
g5276.col,6,7
g5277.col,6,7
g5278.col,6,6
g5279.col,6,7
g5280.col,0,0
g5281.col,6,6
g5282.col,6,7
g5283.col,6,7
g5284.col,6,7
g5285.col,6,7
g5286.col,6,7
g5287.col,0,0
g5288.col,6,7
g5289.col,6,7
g5290.col,6,7
g5291.col,6,7
g5292.col,6,7
g5293.col,6,6
g5294.col,6,7
g5295.col,6,7
g5296.col,6,6
g5297.col,6,6
g5298.col,6,7
g5299.col,6,7
g5300.col,6,7
g5301.col,6,7
g5302.col,6,7
g5303.col,6,7
g5304.col,6,7
g5305.col,6,6
g5306.col,6,7
g5307.col,6,7
g5308.col,6,7
g5309.col,11,11
g5310.col,11,11
g5311.col,10,11
g5312.col,11,11
g5313.col,11,11
g5314.col,11,11
g5315.col,11,11
g5316.col,11,11
g5317.col,10,12
g5318.col,11,11
g5319.col,11,11
g5320.col,11,11
g5321.col,11,11
g5322.col,11,11
g5323.col,10,11
g5324.col,11,11
g5325.col,11,11
g5326.col,10,12
g5327.col,11,11
g5328.col,11,11
g5329.col,11,11
g5330.col,11,11
g5331.col,11,11
g5332.col,11,11
g5333.col,11,11
g5334.col,11,11
g5335.col,11,11
g5336.col,11,11
g5337.col,11,11
g5338.col,11,11
g5339.col,11,11
g5340.col,11,11
g5341.col,11,11
g5342.col,11,11
g5343.col,11,11
g5344.col,11,11
g5345.col,11,11
g5346.col,11,11
g5347.col,10,12
g5348.col,11,11
g5349.col,11,11
g5350.col,0,0
g5351.col,11,11
g5352.col,10,11
g5353.col,11,11
g5354.col,10,12
g5355.col,11,11
g5356.col,11,11
g5357.col,11,11
g5358.col,11,11
g5359.col,16,17
g5360.col,16,17
g5361.col,16,17
g5362.col,16,17
g5363.col,16,17
g5364.col,16,17
g5365.col,16,17
g5366.col,16,17
g5367.col,16,17
g5368.col,16,17
g5369.col,16,17
g5370.col,16,17
g5371.col,16,16
g5372.col,16,16
g5373.col,16,17
g5374.col,16,16
g5375.col,16,16
g5376.col,16,17
g5377.col,16,17
g5378.col,16,17
g5379.col,16,16
g5380.col,16,17
g5381.col,16,17
g5382.col,0,0
g5383.col,16,17
g5384.col,16,17
g5385.col,16,17
g5386.col,16,17
g5387.col,16,17
g5388.col,16,17
g5389.col,16,17
g5390.col,16,17
g5391.col,16,17
g5392.col,16,16
g5393.col,16,17
g5394.col,16,17
g5395.col,16,17
g5396.col,16,16
g5397.col,16,16
g5398.col,16,17
g5399.col,16,17
g5400.col,15,17
g5401.col,16,16
g5402.col,16,17
g5403.col,16,17
g5404.col,16,17
g5405.col,16,17
g5406.col,16,16
g5407.col,16,17
g5408.col,16,16
g5409.col,2,2
g5410.col,3,3
g5411.col,2,2
g5412.col,2,2
g5413.col,2,2
g5414.col,2,2
g5415.col,2,2
g5416.col,3,3
g5417.col,2,2
g5418.col,2,2
g5419.col,2,2
g5420.col,2,2
g5421.col,2,2
g5422.col,2,2
g5423.col,2,2
g5424.col,2,2
g5425.col,2,2
g5426.col,2,2
g5427.col,2,2
g5428.col,2,2
g5429.col,2,2
g5430.col,3,3
g5431.col,2,2
g5432.col,2,2
g5433.col,2,2
g5434.col,2,2
g5435.col,3,3
g5436.col,3,3
g5437.col,3,3
g5438.col,3,3
g5439.col,3,3
g5440.col,3,3
g5441.col,3,3
g5442.col,3,3
g5443.col,2,2
g5444.col,2,2
g5445.col,2,2
g5446.col,2,2
g5447.col,2,2
g5448.col,3,3
g5449.col,3,3
g5450.col,2,2
g5451.col,2,2
g5452.col,2,2
g5453.col,2,2
g5454.col,3,3
g5455.col,2,2
g5456.col,2,2
g5457.col,2,2
g5458.col,3,3
g5459.col,2,2
g5460.col,2,2
g5461.col,2,2
g5462.col,2,2
g5463.col,2,2
g5464.col,2,2
g5465.col,2,2
g5466.col,2,2
g5467.col,2,2
g5468.col,2,2
g5469.col,2,2
g5470.col,2,2
g5471.col,2,2
g5472.col,2,2
g5473.col,2,2
g5474.col,2,2
g5475.col,2,2
g5476.col,2,2
g5477.col,2,2
g5478.col,2,2
g5479.col,2,2
g5480.col,2,2
g5481.col,2,2
g5482.col,2,2
g5483.col,2,2
g5484.col,2,2
g5485.col,2,2
g5486.col,2,2
g5487.col,2,2
g5488.col,2,2
g5489.col,2,2
g5490.col,2,2
g5491.col,2,2
g5492.col,2,2
g5493.col,2,2
g5494.col,2,2
g5495.col,2,2
g5496.col,2,2
g5497.col,2,2
g5498.col,2,2
g5499.col,2,2
g5500.col,2,2
g5501.col,2,2
g5502.col,2,2
g5503.col,2,2
g5504.col,2,2
g5505.col,2,2
g5506.col,2,2
g5507.col,2,2
g5508.col,2,2
g5509.col,2,2
