instance,nodes,edges,density,min_deg,max_deg,components,components_complement,source,algebraic_connectivity,energy,matilda_maxis,matilda_dsatur,lb,ub
g6506.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.09321,3.0,3.0,3,3
g6507.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10141,3.0,3.0,3,3
g6508.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10141,3.0,3.0,3,3
g6509.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.09321,3.0,3.0,3,3
g6510.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10881,4.0,4.0,4,4
g6511.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6512.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10498,3.0,3.0,3,3
g6513.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6514.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6515.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6516.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6517.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6518.col,100.0,2502.0,0.505455,48.0,54.0,1.0,2.0,matilda,48.0,1.10501,4.0,4.0,4,4
g6519.col,100.0,3077.0,0.621616,56.0,87.0,1.0,1.0,matilda,55.9273,2.55869,10.0,8.0,8,8
g6520.col,100.0,3077.0,0.621616,56.0,87.0,1.0,1.0,matilda,55.9273,2.5598,10.0,8.0,8,8
g6521.col,100.0,3076.0,0.621414,56.0,87.0,1.0,1.0,matilda,55.9163,2.55856,10.0,8.0,8,8
g6522.col,100.0,3076.0,0.621414,56.0,87.0,1.0,1.0,matilda,55.9163,2.55856,10.0,8.0,8,8
g6523.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9349,2.55862,10.0,8.0,8,8
g6524.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9346,2.55993,10.0,8.0,8,8
g6525.col,100.0,3078.0,0.621818,56.0,88.0,1.0,1.0,matilda,55.9341,2.55562,10.0,8.0,8,8
g6526.col,100.0,3076.0,0.621414,56.0,87.0,1.0,1.0,matilda,55.9105,2.55912,10.0,8.0,8,8
g6527.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9325,2.56059,10.0,8.0,8,8
g6528.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9307,2.55763,10.0,8.0,8,8
g6529.col,100.0,3077.0,0.621616,56.0,87.0,1.0,1.0,matilda,55.9181,2.55602,10.0,8.0,8,8
g6530.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9287,2.55618,10.0,8.0,8,8
g6531.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9286,2.55915,10.0,8.0,8,8
g6532.col,100.0,3079.0,0.62202,56.0,87.0,1.0,1.0,matilda,55.9397,2.5632,10.0,8.0,8,8
g6533.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9285,2.56424,10.0,8.0,8,8
g6534.col,100.0,3079.0,0.62202,56.0,87.0,1.0,1.0,matilda,55.9397,2.55887,10.0,8.0,8,8
g6535.col,100.0,3077.0,0.621616,56.0,87.0,1.0,1.0,matilda,55.9174,2.55739,10.0,8.0,8,8
g6536.col,100.0,3077.0,0.621616,56.0,87.0,1.0,1.0,matilda,55.9174,2.55739,10.0,8.0,8,8
g6537.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.9283,2.55304,10.0,8.0,8,8
g6538.col,100.0,3078.0,0.621818,56.0,87.0,1.0,1.0,matilda,55.928,2.56197,10.0,8.0,8,8
g6539.col,100.0,3645.0,0.736364,70.0,77.0,1.0,1.0,matilda,66.5379,4.51318,26.0,28.0,23,23
g6540.col,100.0,3643.0,0.73596,70.0,77.0,1.0,1.0,matilda,66.4926,4.51749,26.0,31.0,23,23
g6541.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5482,4.51113,26.0,28.0,23,23
g6542.col,100.0,3645.0,0.736364,70.0,77.0,1.0,1.0,matilda,66.5261,4.51341,26.0,28.0,23,23
g6543.col,100.0,3645.0,0.736364,70.0,77.0,1.0,1.0,matilda,66.5258,4.51329,26.0,30.0,23,23
g6544.col,100.0,3645.0,0.736364,71.0,77.0,1.0,1.0,matilda,66.5251,4.5143,26.0,28.0,23,23
g6545.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5439,4.51229,25.0,28.0,23,23
g6546.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5427,4.51394,26.0,28.0,23,23
g6547.col,100.0,3645.0,0.736364,70.0,77.0,1.0,1.0,matilda,66.5206,4.51492,25.0,29.0,23,23
g6548.col,100.0,3642.0,0.735758,70.0,77.0,1.0,1.0,matilda,66.4566,4.51902,25.0,28.0,23,23
g6549.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5412,4.51477,26.0,28.0,23,23
g6550.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5411,4.51332,25.0,28.0,23,23
g6551.col,100.0,3645.0,0.736364,70.0,77.0,1.0,1.0,matilda,66.5189,4.51415,25.0,29.0,23,23
g6552.col,100.0,3644.0,0.736162,70.0,77.0,1.0,1.0,matilda,66.4972,4.51486,25.0,28.0,23,23
g6553.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5397,4.51155,26.0,28.0,23,23
g6554.col,100.0,3646.0,0.736566,71.0,77.0,1.0,1.0,matilda,66.5391,4.5125,26.0,28.0,23,23
g6555.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5391,4.51098,26.0,28.0,23,23
g6556.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5387,4.51329,25.0,27.0,23,23
g6557.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5385,4.51211,25.0,28.0,23,23
g6558.col,100.0,3646.0,0.736566,70.0,77.0,1.0,1.0,matilda,66.5385,4.51323,26.0,28.0,23,23
g6559.col,100.0,4122.0,0.832727,80.0,87.0,1.0,1.0,matilda,76.9216,4.07937,33.0,37.0,30,30
g6560.col,100.0,4123.0,0.832929,80.0,87.0,1.0,1.0,matilda,76.9422,4.07768,33.0,38.0,30,30
g6561.col,100.0,4123.0,0.832929,80.0,87.0,1.0,1.0,matilda,76.9401,4.08089,33.0,37.0,30,30
g6562.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9616,4.07848,33.0,38.0,30,30
g6563.col,100.0,4122.0,0.832727,80.0,87.0,1.0,1.0,matilda,76.9142,4.08249,33.0,37.0,30,30
g6564.col,100.0,4123.0,0.832929,80.0,87.0,1.0,1.0,matilda,76.9346,4.07791,33.0,36.0,30,30
g6565.col,100.0,4122.0,0.832727,80.0,87.0,1.0,1.0,matilda,76.9127,4.08232,33.0,38.0,30,30
g6566.col,100.0,4122.0,0.832727,80.0,87.0,1.0,1.0,matilda,76.9126,4.08034,32.0,35.0,30,30
g6567.col,100.0,4123.0,0.832929,80.0,87.0,1.0,1.0,matilda,76.9331,4.08011,33.0,37.0,30,30
g6568.col,100.0,4126.0,0.833535,80.0,87.0,1.0,1.0,matilda,77.0001,4.07592,32.0,39.0,30,30
g6569.col,100.0,4122.0,0.832727,80.0,87.0,1.0,1.0,matilda,76.9108,4.07876,32.0,37.0,30,30
g6570.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9538,4.07931,33.0,35.0,30,30
g6571.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9536,4.07928,33.0,37.0,30,30
g6572.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9536,4.07889,33.0,37.0,30,30
g6573.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9535,4.0781,33.0,37.0,30,30
g6574.col,100.0,4123.0,0.832929,80.0,87.0,1.0,1.0,matilda,76.9309,4.08042,33.0,38.0,30,30
g6575.col,100.0,4125.0,0.833333,80.0,87.0,1.0,1.0,matilda,76.9753,4.07493,32.0,37.0,30,30
g6576.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9527,4.07988,33.0,38.0,30,30
g6577.col,100.0,4123.0,0.832929,80.0,87.0,1.0,1.0,matilda,76.9299,4.07818,32.0,35.0,30,30
g6578.col,100.0,4124.0,0.833131,80.0,87.0,1.0,1.0,matilda,76.9512,4.07644,33.0,36.0,30,30
g6579.col,100.0,4580.0,0.925253,90.0,95.0,1.0,1.0,matilda,87.9843,3.24563,41.0,46.0,39,39
g6580.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9946,3.24641,41.0,46.0,39,39
g6581.col,100.0,4582.0,0.925657,90.0,95.0,1.0,1.0,matilda,88.0201,3.24569,41.0,45.0,39,39
g6582.col,100.0,4577.0,0.924646,90.0,95.0,1.0,1.0,matilda,87.8942,3.25524,41.0,45.0,38,38
g6583.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9919,3.24275,41.0,47.0,39,39
g6584.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9914,3.24494,41.0,47.0,39,39
g6585.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9914,3.24548,41.0,44.0,39,39
g6586.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.991,3.24599,41.0,47.0,39,39
g6587.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.99,3.24622,42.0,43.0,39,39
g6588.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9893,3.24437,42.0,47.0,39,39
g6589.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9888,3.24592,42.0,47.0,39,39
g6590.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9888,3.24512,40.0,47.0,39,39
g6591.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9886,3.24408,42.0,45.0,39,39
g6592.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9884,3.24389,43.0,45.0,38,38
g6593.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9883,3.24484,42.0,44.0,39,39
g6594.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9872,3.24062,41.0,45.0,38,38
g6595.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9872,3.24866,42.0,45.0,39,39
g6596.col,100.0,4582.0,0.925657,90.0,95.0,1.0,1.0,matilda,88.0131,3.24052,42.0,44.0,39,39
g6597.col,100.0,4582.0,0.925657,90.0,95.0,1.0,1.0,matilda,88.0127,3.23921,41.0,47.0,39,39
g6598.col,100.0,4581.0,0.925455,90.0,95.0,1.0,1.0,matilda,87.9863,3.24468,41.0,45.0,39,39
g6599.col,100.0,4896.0,0.989091,96.0,99.0,1.0,46.0,matilda,95.7857,2.14285,68.0,68.0,68,68
g6600.col,100.0,4895.0,0.988889,96.0,99.0,1.0,45.0,matilda,95.7857,2.15651,69.0,69.0,69,69
g6601.col,100.0,4921.0,0.994141,96.0,99.0,1.0,71.0,matilda,95.6658,2.04393,80.0,80.0,80,80
g6602.col,100.0,4921.0,0.994141,96.0,99.0,1.0,71.0,matilda,95.6658,2.04393,80.0,80.0,80,80
g6603.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05179,80.0,80.0,80,80
g6604.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.04353,79.0,79.0,79,79
g6605.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05179,80.0,80.0,80,80
g6606.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05179,80.0,80.0,80,80
g6607.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05179,80.0,80.0,80,80
g6608.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05221,80.0,80.0,80,80
g6609.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.04353,79.0,79.0,79,79
g6610.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.04713,79.0,79.0,79,79
g6611.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.04353,79.0,79.0,79,79
g6612.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05179,80.0,80.0,80,80
g6613.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.04353,79.0,79.0,79,79
g6614.col,100.0,4920.0,0.993939,96.0,99.0,1.0,70.0,matilda,95.6658,2.05179,80.0,80.0,80,80
g6615.col,100.0,4919.0,0.993737,96.0,99.0,1.0,69.0,matilda,95.6658,2.05139,79.0,79.0,79,79
g6616.col,100.0,4919.0,0.993737,96.0,99.0,1.0,69.0,matilda,95.6658,2.04673,78.0,78.0,78,78
g6617.col,100.0,4919.0,0.993737,96.0,99.0,1.0,69.0,matilda,95.6658,2.05139,79.0,79.0,79,79
g6618.col,100.0,4919.0,0.993737,96.0,99.0,1.0,69.0,matilda,95.6658,2.05139,79.0,79.0,79,79
g6619.col,100.0,476.0,0.096162,0.0,24.0,57.0,1.0,matilda,0.0,0.48564,2.0,2.0,2,2
g6620.col,100.0,475.0,0.09596,0.0,24.0,57.0,1.0,matilda,0.0,0.48894,2.0,2.0,2,2
g6621.col,100.0,475.0,0.09596,0.0,24.0,57.0,1.0,matilda,0.0,0.48894,2.0,2.0,2,2
g6622.col,100.0,495.0,0.1,0.0,25.0,56.0,1.0,matilda,0.0,0.4982,2.0,2.0,2,2
g6623.col,100.0,474.0,0.095758,0.0,24.0,57.0,1.0,matilda,0.0,0.49018,2.0,2.0,2,2
g6624.col,100.0,475.0,0.09596,0.0,24.0,57.0,1.0,matilda,0.0,0.49204,2.0,2.0,2,2
g6625.col,100.0,476.0,0.096162,0.0,24.0,56.0,1.0,matilda,0.0,0.49399,2.0,2.0,2,2
g6626.col,100.0,498.0,0.100606,0.0,33.0,52.0,1.0,matilda,0.0,0.50084,2.0,2.0,2,2
g6627.col,100.0,476.0,0.096162,0.0,24.0,56.0,1.0,matilda,0.0,0.49722,2.0,2.0,2,2
g6628.col,100.0,474.0,0.095758,0.0,24.0,57.0,1.0,matilda,0.0,0.49534,2.0,2.0,2,2
g6629.col,100.0,474.0,0.095758,0.0,24.0,57.0,1.0,matilda,0.0,0.49534,2.0,2.0,2,2
g6630.col,100.0,474.0,0.095758,0.0,24.0,57.0,1.0,matilda,0.0,0.49534,2.0,2.0,2,2
g6631.col,100.0,494.0,0.099798,0.0,25.0,56.0,1.0,matilda,0.0,0.50462,2.0,2.0,2,2
g6632.col,100.0,473.0,0.095556,0.0,24.0,57.0,1.0,matilda,0.0,0.49616,2.0,2.0,2,2
g6633.col,100.0,473.0,0.095556,0.0,24.0,57.0,1.0,matilda,0.0,0.49616,2.0,2.0,2,2
g6634.col,100.0,473.0,0.095556,0.0,24.0,57.0,1.0,matilda,0.0,0.49616,2.0,2.0,2,2
g6635.col,100.0,493.0,0.099596,0.0,25.0,56.0,1.0,matilda,0.0,0.50721,2.0,2.0,2,2
g6636.col,100.0,496.0,0.100202,0.0,25.0,55.0,1.0,matilda,0.0,0.50649,2.0,2.0,2,2
g6637.col,100.0,492.0,0.099394,0.0,25.0,56.0,1.0,matilda,0.0,0.50782,2.0,2.0,2,2
g6638.col,100.0,473.0,0.095556,0.0,24.0,57.0,1.0,matilda,0.0,0.49786,2.0,2.0,2,2
g6639.col,100.0,983.0,0.198586,0.0,41.0,36.0,1.0,matilda,0.0,0.64612,2.0,2.0,2,2
g6640.col,100.0,983.0,0.198586,0.0,41.0,36.0,1.0,matilda,0.0,0.64612,2.0,2.0,2,2
g6641.col,100.0,982.0,0.198384,0.0,41.0,36.0,1.0,matilda,0.0,0.66485,2.0,2.0,2,2
g6642.col,100.0,982.0,0.198384,0.0,41.0,36.0,1.0,matilda,0.0,0.66485,2.0,2.0,2,2
g6643.col,100.0,982.0,0.198384,0.0,41.0,36.0,1.0,matilda,0.0,0.66485,2.0,2.0,2,2
g6644.col,100.0,982.0,0.198384,0.0,41.0,36.0,1.0,matilda,0.0,0.66485,2.0,2.0,2,2
g6645.col,100.0,984.0,0.198788,0.0,41.0,36.0,1.0,matilda,0.0,0.66564,3.0,3.0,3,3
g6646.col,100.0,984.0,0.198788,0.0,42.0,35.0,1.0,matilda,0.0,0.6657,2.0,2.0,2,2
g6647.col,100.0,984.0,0.198788,0.0,42.0,35.0,1.0,matilda,0.0,0.6657,2.0,2.0,2,2
g6648.col,100.0,984.0,0.198788,0.0,42.0,35.0,1.0,matilda,0.0,0.6657,2.0,2.0,2,2
g6649.col,100.0,984.0,0.198788,0.0,41.0,35.0,1.0,matilda,0.0,0.66587,2.0,2.0,2,2
g6650.col,100.0,984.0,0.198788,0.0,41.0,35.0,1.0,matilda,0.0,0.66587,2.0,2.0,2,2
g6651.col,100.0,984.0,0.198788,0.0,41.0,35.0,1.0,matilda,0.0,0.66587,2.0,2.0,2,2
g6652.col,100.0,984.0,0.198788,0.0,41.0,35.0,1.0,matilda,0.0,0.66587,2.0,2.0,2,2
g6653.col,100.0,984.0,0.198788,0.0,41.0,35.0,1.0,matilda,0.0,0.66612,2.0,2.0,2,2
g6654.col,100.0,984.0,0.198788,0.0,41.0,35.0,1.0,matilda,0.0,0.66612,2.0,2.0,2,2
g6655.col,100.0,985.0,0.19899,0.0,42.0,35.0,1.0,matilda,0.0,0.67322,2.0,2.0,2,2
g6656.col,100.0,985.0,0.19899,0.0,42.0,35.0,1.0,matilda,0.0,0.67322,2.0,2.0,2,2
g6657.col,100.0,985.0,0.19899,0.0,42.0,35.0,1.0,matilda,0.0,0.67322,2.0,2.0,2,2
g6658.col,100.0,983.0,0.198586,0.0,41.0,35.0,1.0,matilda,0.0,0.67305,2.0,2.0,2,2
g6659.col,100.0,1487.0,0.300404,0.0,62.0,15.0,1.0,matilda,0.0,0.79042,2.0,2.0,2,2
g6660.col,100.0,1486.0,0.300202,0.0,62.0,15.0,1.0,matilda,0.0,0.7974,2.0,2.0,2,2
g6661.col,100.0,1486.0,0.300202,0.0,62.0,15.0,1.0,matilda,0.0,0.7974,2.0,2.0,2,2
g6662.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.80224,2.0,2.0,2,2
g6663.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.80224,2.0,2.0,2,2
g6664.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.80224,2.0,2.0,2,2
g6665.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.80224,2.0,2.0,2,2
g6666.col,100.0,1484.0,0.299798,0.0,62.0,15.0,1.0,matilda,0.0,0.80591,2.0,2.0,2,2
g6667.col,100.0,1486.0,0.300202,0.0,62.0,15.0,1.0,matilda,0.0,0.80935,2.0,2.0,2,2
g6668.col,100.0,1486.0,0.300202,0.0,62.0,15.0,1.0,matilda,0.0,0.80935,2.0,2.0,2,2
g6669.col,100.0,1486.0,0.300202,0.0,62.0,15.0,1.0,matilda,0.0,0.80935,2.0,2.0,2,2
g6670.col,100.0,1488.0,0.300606,0.0,63.0,14.0,1.0,matilda,0.0,0.81,2.0,2.0,2,2
g6671.col,100.0,1488.0,0.300606,0.0,62.0,15.0,1.0,matilda,0.0,0.8101,3.0,3.0,3,3
g6672.col,100.0,1488.0,0.300606,0.0,62.0,14.0,1.0,matilda,0.0,0.81026,2.0,2.0,2,2
g6673.col,100.0,1488.0,0.300606,0.0,62.0,14.0,1.0,matilda,0.0,0.81026,2.0,2.0,2,2
g6674.col,100.0,1488.0,0.300606,0.0,62.0,14.0,1.0,matilda,0.0,0.81036,2.0,2.0,2,2
g6675.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.81297,2.0,2.0,2,2
g6676.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.81631,2.0,2.0,2,2
g6677.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.81631,2.0,2.0,2,2
g6678.col,100.0,1485.0,0.3,0.0,62.0,15.0,1.0,matilda,0.0,0.81631,2.0,2.0,2,2
g6679.col,100.0,1978.0,0.399596,22.0,76.0,1.0,1.0,matilda,21.9894,1.03739,3.0,3.0,3,3
g6680.col,100.0,1911.0,0.386061,23.0,76.0,1.0,1.0,matilda,22.9943,1.00319,3.0,3.0,3,3
g6681.col,100.0,1924.0,0.388687,24.0,79.0,1.0,1.0,matilda,23.9933,1.02892,4.0,4.0,4,4
g6682.col,100.0,1909.0,0.385657,23.0,76.0,1.0,1.0,matilda,22.9943,1.00323,3.0,3.0,3,3
g6683.col,100.0,1909.0,0.385657,23.0,76.0,1.0,1.0,matilda,22.9943,1.00323,3.0,3.0,3,3
g6684.col,100.0,1909.0,0.385657,23.0,76.0,1.0,1.0,matilda,22.9943,1.00323,3.0,3.0,3,3
g6685.col,100.0,1909.0,0.385657,23.0,76.0,1.0,1.0,matilda,22.9943,1.00323,3.0,3.0,3,3
g6686.col,100.0,1912.0,0.386263,24.0,76.0,1.0,1.0,matilda,23.6924,1.01133,3.0,3.0,3,3
g6687.col,100.0,1910.0,0.385859,22.0,76.0,1.0,1.0,matilda,21.9894,1.01012,3.0,3.0,3,3
g6688.col,100.0,1910.0,0.385859,22.0,76.0,1.0,1.0,matilda,21.9894,1.01012,3.0,3.0,3,3
g6689.col,100.0,1907.0,0.385253,23.0,76.0,1.0,1.0,matilda,22.9943,1.00318,3.0,3.0,3,3
g6690.col,100.0,1907.0,0.385253,23.0,76.0,1.0,1.0,matilda,22.9943,1.00318,3.0,3.0,3,3
g6691.col,100.0,1910.0,0.385859,24.0,76.0,1.0,1.0,matilda,23.3837,1.01144,3.0,3.0,3,3
g6692.col,100.0,1910.0,0.385859,24.0,76.0,1.0,1.0,matilda,23.3837,1.01144,3.0,3.0,3,3
g6693.col,100.0,1911.0,0.386061,23.0,76.0,1.0,1.0,matilda,22.5858,1.01657,3.0,3.0,3,3
g6694.col,100.0,1908.0,0.385455,22.0,76.0,1.0,1.0,matilda,21.9894,1.01016,3.0,3.0,3,3
g6695.col,100.0,1908.0,0.385455,22.0,76.0,1.0,1.0,matilda,21.9894,1.01016,3.0,3.0,3,3
g6696.col,100.0,1908.0,0.385455,22.0,76.0,1.0,1.0,matilda,21.9894,1.01016,3.0,3.0,3,3
g6697.col,100.0,1908.0,0.385455,22.0,76.0,1.0,1.0,matilda,21.9894,1.01016,3.0,3.0,3,3
g6698.col,100.0,1908.0,0.385455,22.0,76.0,1.0,1.0,matilda,21.9894,1.01016,3.0,3.0,3,3
g6699.col,100.0,2500.0,0.505051,47.0,53.0,1.0,1.0,matilda,46.8551,1.0913,3.0,3.0,3,3
g6700.col,100.0,2499.0,0.504848,47.0,53.0,1.0,1.0,matilda,46.6669,1.09602,3.0,3.0,3,3
g6701.col,100.0,2501.0,0.505253,47.0,54.0,1.0,1.0,matilda,46.8757,1.09617,3.0,3.0,3,3
g6702.col,100.0,2501.0,0.505253,47.0,54.0,1.0,1.0,matilda,46.8757,1.09617,3.0,3.0,3,3
g6703.col,100.0,2499.0,0.504848,47.0,53.0,1.0,1.0,matilda,46.812,1.09904,3.0,3.0,3,3
g6704.col,100.0,2499.0,0.504848,47.0,53.0,1.0,1.0,matilda,46.812,1.09904,3.0,3.0,3,3
g6705.col,100.0,2499.0,0.504848,47.0,53.0,1.0,1.0,matilda,46.812,1.099,3.0,3.0,3,3
g6706.col,100.0,2499.0,0.504848,47.0,53.0,1.0,1.0,matilda,46.812,1.09904,3.0,3.0,3,3
g6707.col,100.0,2499.0,0.504848,47.0,53.0,1.0,1.0,matilda,46.812,1.09904,3.0,3.0,3,3
g6708.col,100.0,2500.0,0.505051,47.0,53.0,1.0,1.0,matilda,46.7181,1.10033,3.0,3.0,3,3
g6709.col,100.0,2498.0,0.504646,46.0,53.0,1.0,1.0,matilda,45.7212,1.10271,3.0,3.0,3,3
g6710.col,100.0,2498.0,0.504646,47.0,53.0,1.0,1.0,matilda,46.6574,1.10376,3.0,3.0,3,3
g6711.col,100.0,2498.0,0.504646,47.0,53.0,1.0,1.0,matilda,46.6574,1.10376,3.0,3.0,3,3
g6712.col,100.0,2498.0,0.504646,47.0,53.0,1.0,1.0,matilda,46.6574,1.10376,3.0,3.0,3,3
g6713.col,100.0,2502.0,0.505455,47.0,55.0,1.0,1.0,matilda,46.8918,1.10031,3.0,3.0,3,3
g6714.col,100.0,2498.0,0.504646,46.0,53.0,1.0,1.0,matilda,45.7308,1.10483,3.0,3.0,3,3
g6715.col,100.0,2498.0,0.504646,46.0,53.0,1.0,1.0,matilda,45.7494,1.10541,3.0,3.0,3,3
g6716.col,100.0,2500.0,0.505051,47.0,54.0,1.0,1.0,matilda,46.8165,1.10391,3.0,3.0,3,3
g6717.col,100.0,2500.0,0.505051,47.0,54.0,1.0,1.0,matilda,46.8165,1.10391,3.0,3.0,3,3
g6718.col,100.0,2500.0,0.505051,47.0,54.0,1.0,1.0,matilda,46.8165,1.10391,3.0,3.0,3,3
g6719.col,100.0,2978.0,0.601616,52.0,88.0,1.0,3.0,matilda,52.0,1.24881,4.0,4.0,4,4
g6720.col,100.0,2977.0,0.601414,52.0,88.0,1.0,2.0,matilda,51.5977,1.25432,4.0,4.0,4,4
g6721.col,100.0,2977.0,0.601414,52.0,88.0,1.0,2.0,matilda,51.5475,1.25473,4.0,4.0,4,4
g6722.col,100.0,2977.0,0.601414,52.0,88.0,1.0,2.0,matilda,51.5475,1.25473,4.0,4.0,4,4
g6723.col,100.0,2976.0,0.601212,52.0,88.0,1.0,1.0,matilda,50.9584,1.25928,4.0,4.0,4,4
g6724.col,100.0,2976.0,0.601212,52.0,88.0,1.0,1.0,matilda,50.9584,1.25928,4.0,4.0,4,4
g6725.col,100.0,2980.0,0.60202,52.0,88.0,1.0,3.0,matilda,52.0,1.25921,4.0,4.0,4,4
g6726.col,100.0,2977.0,0.601414,52.0,88.0,1.0,1.0,matilda,51.2511,1.26355,4.0,4.0,4,4
g6727.col,100.0,2977.0,0.601414,52.0,88.0,1.0,1.0,matilda,51.2511,1.26355,4.0,4.0,4,4
g6728.col,100.0,2979.0,0.601818,52.0,88.0,1.0,2.0,matilda,51.7813,1.2633,4.0,4.0,4,4
g6729.col,100.0,2979.0,0.601818,52.0,88.0,1.0,2.0,matilda,51.754,1.26362,4.0,4.0,4,4
g6730.col,100.0,2979.0,0.601818,52.0,88.0,1.0,2.0,matilda,51.754,1.26362,4.0,4.0,4,4
g6731.col,100.0,2979.0,0.601818,52.0,88.0,1.0,3.0,matilda,52.0,1.26476,4.0,4.0,4,4
